pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags,a,e,v,,,,,,x,y,z
49:07.2,49:25.7,528565.7,38.16021595,-122.4532401,-22.0243,0.025,0.058,12,4,6356583.8,0.0819,6371818.372,,-3062084.089,-3927560.784,-5340645.76,,-60.048,138.8,1.709
49:07.3,49:25.8,528565.8,38.16021696,-122.4532406,-22.0352,0.026,0.058,12,4,6356583.8,0.0819,6371818.372,,-3062082.589,-3927561.001,-5340645.721,,-55.527,136.76,1.6652
49:07.4,49:25.9,528565.9,38.16021795,-122.4532411,-22.0353,0.026,0.059,12,4,6356583.8,0.0819,6371818.372,,-3062081.125,-3927561.222,-5340645.691,,-51.014,134.61,1.5816
49:07.5,49:26.0,528566,38.16021895,-122.4532417,-22.029,0.026,0.059,12,4,6356583.8,0.0819,6371818.372,,-3062079.657,-3927561.476,-5340645.661,,-46.536,132.44,1.4836
49:07.6,49:26.1,528566.1,38.16021997,-122.4532422,-22.0309,0.026,0.06,12,4,6356583.8,0.0819,6371818.372,,-3062078.147,-3927561.699,-5340645.629,,-41.74,130.75,1.4271
49:07.7,49:26.2,528566.2,38.16022101,-122.4532427,-22.0335,0.027,0.061,12,4,6356583.8,0.0819,6371818.371,,-3062076.605,-3927561.924,-5340645.597,,-36.978,129.52,1.3237
49:07.8,49:26.3,528566.3,38.16022203,-122.4532432,-22.03,0.027,0.061,12,4,6356583.8,0.0819,6371818.371,,-3062075.097,-3927562.15,-5340645.57,,-32.16,128.25,1.2147
49:07.9,49:26.4,528566.4,38.16022306,-122.4532437,-22.0292,0.027,0.062,12,4,6356583.8,0.0819,6371818.371,,-3062073.572,-3927562.376,-5340645.541,,-27.106,127.53,1.1747
49:08.0,49:26.5,528566.5,38.16022407,-122.4532442,-22.0268,0.027,0.062,12,4,6356583.8,0.0819,6371818.371,,-3062072.079,-3927562.601,-5340645.514,,-22.144,127.19,1.0693
49:08.1,49:26.6,528566.6,38.1602251,-122.4532448,-22.0344,0.028,0.063,12,4,6356583.8,0.0819,6371818.371,,-3062070.558,-3927562.848,-5340645.471,,-17.238,126.62,0.9783
49:08.2,49:26.7,528566.7,38.16022613,-122.4532453,-22.0309,0.028,0.063,12,4,6356583.8,0.0819,6371818.371,,-3062069.035,-3927563.076,-5340645.445,,-12.268,126.12,0.87326
49:08.3,49:26.8,528566.8,38.16022717,-122.4532458,-22.0279,0.022,0.05,12,4,6356583.8,0.0819,6371818.37,,-3062067.496,-3927563.304,-5340645.417,,-7.2985,125.73,0.80079
49:08.4,49:26.9,528566.9,38.1602282,-122.4532463,-22.0282,0.023,0.051,12,4,6356583.8,0.0819,6371818.37,,-3062065.971,-3927563.529,-5340645.387,,-2.2698,125.28,0.67547
49:08.5,49:27.0,528567,38.16022922,-122.4532468,-22.0407,0.023,0.051,12,4,6356583.8,0.0819,6371818.37,,-3062064.455,-3927563.745,-5340645.347,,2.7483,124.94,0.61633
49:08.6,49:27.1,528567.1,38.1602302,-122.4532474,-22.0345,0.023,0.052,12,4,6356583.8,0.0819,6371818.37,,-3062063.018,-3927563.997,-5340645.316,,7.7174,124.66,0.53173
49:08.7,49:27.2,528567.2,38.16023126,-122.4532478,-22.0294,0.024,0.052,12,4,6356583.8,0.0819,6371818.37,,-3062061.441,-3927564.201,-5340645.297,,12.723,124.36,0.42591
49:08.8,49:27.3,528567.3,38.16023229,-122.4532484,-22.0473,0.024,0.053,12,4,6356583.8,0.0819,6371818.369,,-3062059.916,-3927564.442,-5340645.246,,17.624,123.91,0.38467
49:08.9,49:27.4,528567.4,38.16023333,-122.4532489,-22.0508,0.024,0.053,12,4,6356583.8,0.0819,6371818.369,,-3062058.374,-3927564.666,-5340645.213,,22.623,122.91,0.25097
49:09.0,49:27.5,528567.5,38.16023441,-122.4532494,-22.043,0.024,0.054,12,4,6356583.8,0.0819,6371818.369,,-3062056.776,-3927564.9,-5340645.19,,27.324,121.41,0.185
49:09.1,49:27.6,528567.6,38.16023544,-122.4532499,-22.0362,0.025,0.054,12,4,6356583.8,0.0819,6371818.369,,-3062055.255,-3927565.13,-5340645.166,,32.184,119.99,0.094467
49:09.2,49:27.7,528567.7,38.16023645,-122.4532504,-22.0364,0.025,0.055,12,4,6356583.8,0.0819,6371818.369,,-3062053.76,-3927565.353,-5340645.136,,36.999,118.61,0.0042468
49:09.3,49:27.8,528567.8,38.1602375,-122.4532509,-22.0404,0.025,0.055,12,4,6356583.8,0.0819,6371818.369,,-3062052.202,-3927565.578,-5340645.103,,41.577,116.85,-0.087749
49:09.4,49:27.9,528567.9,38.16023854,-122.4532514,-22.0446,0.026,0.056,12,4,6356583.8,0.0819,6371818.368,,-3062050.66,-3927565.801,-5340645.07,,46.278,115.1,-0.15127
49:09.5,49:28.0,528568,38.16023958,-122.4532519,-22.0449,0.026,0.056,12,4,6356583.8,0.0819,6371818.368,,-3062049.12,-3927566.027,-5340645.04,,50.923,113.23,-0.19791
49:09.6,49:28.1,528568.1,38.16024064,-122.4532524,-22.0384,0.026,0.057,12,4,6356583.8,0.0819,6371818.368,,-3062047.552,-3927566.259,-5340645.015,,55.74,111.82,-0.29861
49:09.7,49:28.2,528568.2,38.16024165,-122.4532529,-22.0345,0.026,0.057,12,4,6356583.8,0.0819,6371818.368,,-3062046.059,-3927566.485,-5340644.989,,60.202,109.54,-0.35415
49:09.8,49:28.3,528568.3,38.16024267,-122.4532534,-22.0237,0.027,0.058,12,4,6356583.8,0.0819,6371818.368,,-3062044.554,-3927566.716,-5340644.968,,64.691,107.48,-0.43642
49:09.9,49:28.4,528568.4,38.16024373,-122.4532538,-22.0184,0.027,0.058,12,4,6356583.8,0.0819,6371818.368,,-3062042.978,-3927566.92,-5340644.949,,69.213,105.21,-0.50071
49:10.0,49:28.5,528568.5,38.16024481,-122.4532543,-22.0391,0.027,0.059,12,4,6356583.8,0.0819,6371818.367,,-3062041.367,-3927567.136,-5340644.902,,73.646,102.94,-0.5167
49:10.1,49:28.6,528568.6,38.16024581,-122.4532549,-21.9987,0.027,0.059,12,4,6356583.8,0.0819,6371818.367,,-3062039.915,-3927567.411,-5340644.9,,77.932,100.31,-0.56259
49:10.2,49:28.7,528568.7,38.16024692,-122.4532554,-22.0221,0.022,0.05,12,4,6356583.8,0.0819,6371818.367,,-3062038.257,-3927567.629,-5340644.85,,82.079,97.516,-0.6105
49:10.3,49:28.8,528568.8,38.16024794,-122.4532559,-21.9867,0.022,0.05,12,4,6356583.8,0.0819,6371818.367,,-3062036.764,-3927567.875,-5340644.851,,86.133,94.711,-0.64431
49:10.4,49:28.9,528568.9,38.16024899,-122.4532564,-21.9683,0.023,0.05,12,4,6356583.8,0.0819,6371818.367,,-3062035.217,-3927568.113,-5340644.836,,89.98,91.413,-0.66497
49:10.5,49:29.0,528569,38.16025006,-122.4532568,-22.0178,0.023,0.053,12,4,6356583.8,0.0819,6371818.367,,-3062033.599,-3927568.284,-5340644.771,,93.661,87.977,-0.67766
49:10.6,49:29.1,528569.1,38.16025106,-122.4532573,-22.0038,0.023,0.052,12,4,6356583.8,0.0819,6371818.366,,-3062032.126,-3927568.515,-5340644.753,,97.175,84.481,-0.70386
49:10.7,49:29.2,528569.2,38.16025207,-122.4532578,-21.9799,0.024,0.052,12,4,6356583.8,0.0819,6371818.366,,-3062030.643,-3927568.753,-5340644.743,,100.54,80.852,-0.69959
49:10.8,49:29.3,528569.3,38.16025311,-122.4532583,-21.9743,0.024,0.053,12,4,6356583.8,0.0819,6371818.366,,-3062029.106,-3927568.983,-5340644.718,,104.03,77.161,-0.70008
49:10.9,49:29.4,528569.4,38.16025415,-122.4532588,-21.9736,0.024,0.053,12,4,6356583.8,0.0819,6371818.366,,-3062027.566,-3927569.209,-5340644.689,,107.21,73.405,-0.72612
49:11.0,49:29.5,528569.5,38.16025529,-122.4532592,-22.0324,0.025,0.056,12,4,6356583.8,0.0819,6371818.366,,-3062025.836,-3927569.381,-5340644.615,,110.24,69.34,-0.75503
49:11.1,49:29.6,528569.6,38.16025631,-122.4532597,-22.033,0.025,0.057,12,4,6356583.8,0.0819,6371818.366,,-3062024.326,-3927569.605,-5340644.585,,113.12,65.234,-0.74512
49:11.2,49:29.7,528569.7,38.16025735,-122.4532601,-22.0203,0.025,0.057,12,4,6356583.8,0.0819,6371818.365,,-3062022.784,-3927569.812,-5340644.572,,115.62,60.98,-0.72702
49:11.3,49:29.8,528569.8,38.16025842,-122.4532606,-22.0221,0.026,0.058,12,4,6356583.8,0.0819,6371818.365,,-3062021.197,-3927570.039,-5340644.541,,118.21,56.684,-0.72219
49:11.4,49:29.9,528569.9,38.16025944,-122.453261,-22.0292,0.026,0.059,12,4,6356583.8,0.0819,6371818.365,,-3062019.675,-3927570.232,-5340644.511,,120.63,52.367,-0.74177
49:11.5,49:30.0,528570,38.16026047,-122.4532615,-22.028,0.026,0.059,12,4,6356583.8,0.0819,6371818.365,,-3062018.15,-3927570.458,-5340644.482,,123.05,47.957,-0.74645
49:11.6,49:30.1,528570.1,38.16026149,-122.453262,-22.0246,0.026,0.06,12,4,6356583.8,0.0819,6371818.365,,-3062016.642,-3927570.684,-5340644.455,,125.11,43.341,-0.78183
49:11.7,49:30.2,528570.2,38.16026252,-122.4532625,-22.0337,0.026,0.06,12,4,6356583.8,0.0819,6371818.365,,-3062015.112,-3927570.904,-5340644.418,,127.06,38.766,-0.79228
49:11.8,49:30.3,528570.3,38.16026354,-122.4532629,-22.0279,0.027,0.061,12,4,6356583.8,0.0819,6371818.365,,-3062013.597,-3927571.105,-5340644.399,,128.85,34.156,-0.79059
49:11.9,49:30.4,528570.4,38.16026457,-122.4532634,-22.0271,0.027,0.061,12,4,6356583.8,0.0819,6371818.364,,-3062012.072,-3927571.33,-5340644.37,,130.6,29.365,-0.80498
49:12.0,49:30.5,528570.5,38.16026559,-122.4532639,-22.0321,0.027,0.062,12,4,6356583.8,0.0819,6371818.364,,-3062010.56,-3927571.552,-5340644.336,,132.27,24.768,-0.81388
49:12.1,49:30.6,528570.6,38.16026658,-122.4532643,-22.0314,0.027,0.062,12,4,6356583.8,0.0819,6371818.364,,-3062009.087,-3927571.747,-5340644.313,,134.07,20.01,-0.82108
49:12.2,49:30.7,528570.7,38.1602676,-122.4532648,-22.0175,0.022,0.05,12,4,6356583.8,0.0819,6371818.364,,-3062007.584,-3927571.98,-5340644.294,,135.79,15.321,-0.85434
49:12.3,49:30.8,528570.8,38.16026862,-122.4532653,-22.0147,0.022,0.051,12,4,6356583.8,0.0819,6371818.364,,-3062006.075,-3927572.206,-5340644.267,,137.54,10.636,-0.87037
49:12.4,49:30.9,528570.9,38.16026966,-122.4532657,-22.0021,0.022,0.052,12,4,6356583.8,0.0819,6371818.364,,-3062004.533,-3927572.412,-5340644.254,,139.29,6.0173,-0.8898
49:12.5,49:31.0,528571,38.16027063,-122.4532662,-22.0161,0.023,0.052,12,4,6356583.8,0.0819,6371818.363,,-3062003.092,-3927572.624,-5340644.212,,140.72,1.1394,-0.91711
49:12.6,49:31.1,528571.1,38.16027165,-122.4532667,-22.0151,0.023,0.053,12,4,6356583.8,0.0819,6371818.363,,-3062001.583,-3927572.848,-5340644.183,,142.24,-3.5145,-0.941
49:12.7,49:31.2,528571.2,38.16027266,-122.4532671,-22.0075,0.023,0.054,12,4,6356583.8,0.0819,6371818.363,,-3062000.083,-3927573.05,-5340644.166,,143.79,-8.2819,-0.95908
49:12.8,49:31.3,528571.3,38.16027368,-122.4532676,-22.0163,0.024,0.054,12,4,6356583.8,0.0819,6371818.363,,-3061998.569,-3927573.268,-5340644.129,,145.52,-12.965,-0.97259
49:12.9,49:31.4,528571.4,38.16027469,-122.453268,-22.0038,0.024,0.055,12,4,6356583.8,0.0819,6371818.363,,-3061997.072,-3927573.472,-5340644.115,,147.11,-17.767,-0.9977
49:13.0,49:31.5,528571.5,38.16027568,-122.4532685,-22.0113,0.024,0.056,12,4,6356583.8,0.0819,6371818.363,,-3061995.604,-3927573.689,-5340644.079,,148.48,-22.529,-1.0021
49:13.1,49:31.6,528571.6,38.16027673,-122.453269,-22.0225,0.025,0.056,12,4,6356583.8,0.0819,6371818.362,,-3061994.043,-3927573.909,-5340644.04,,150,-27.296,-1.0205
49:13.2,49:31.7,528571.7,38.16027777,-122.4532694,-22.0272,0.025,0.057,12,4,6356583.8,0.0819,6371818.362,,-3061992.492,-3927574.106,-5340644.012,,151.4,-32.127,-1.03
49:13.3,49:31.8,528571.8,38.16027878,-122.4532699,-22.0122,0.025,0.058,12,4,6356583.8,0.0819,6371818.362,,-3061991.004,-3927574.338,-5340643.995,,152.83,-36.929,-1.0475
49:13.4,49:31.9,528571.9,38.16027973,-122.4532703,-22.0182,0.026,0.058,12,4,6356583.8,0.0819,6371818.362,,-3061989.589,-3927574.526,-5340643.966,,154.19,-41.764,-1.0488
49:13.5,49:32.0,528572,38.16028082,-122.4532708,-22.0094,0.026,0.059,12,4,6356583.8,0.0819,6371818.362,,-3061987.977,-3927574.761,-5340643.944,,155.61,-46.585,-1.0607
49:13.6,49:32.1,528572.1,38.16028182,-122.4532713,-22.015,0.026,0.059,12,4,6356583.8,0.0819,6371818.362,,-3061986.495,-3927574.981,-5340643.909,,157.08,-51.277,-1.0603
49:13.7,49:32.2,528572.2,38.16028284,-122.4532717,-22.0176,0.026,0.06,12,4,6356583.8,0.0819,6371818.362,,-3061984.975,-3927575.176,-5340643.883,,158.7,-56.037,-1.0762
49:13.8,49:32.3,528572.3,38.16028387,-122.4532722,-22.0233,0.027,0.061,12,4,6356583.8,0.0819,6371818.361,,-3061983.447,-3927575.398,-5340643.849,,160.25,-60.749,-1.0899
49:13.9,49:32.4,528572.4,38.16028494,-122.4532726,-22.0268,0.027,0.061,12,4,6356583.8,0.0819,6371818.361,,-3061981.851,-3927575.597,-5340643.822,,161.77,-65.557,-1.0865
49:14.0,49:32.5,528572.5,38.16028596,-122.4532731,-22.0274,0.027,0.062,12,4,6356583.8,0.0819,6371818.361,,-3061980.341,-3927575.821,-5340643.792,,163.35,-70.254,-1.1233
49:14.1,49:32.6,528572.6,38.16028699,-122.4532736,-22.0263,0.027,0.062,12,4,6356583.8,0.0819,6371818.361,,-3061978.816,-3927576.047,-5340643.763,,164.86,-75.007,-1.1057
49:14.2,49:32.7,528572.7,38.16028814,-122.453274,-22.0227,0.022,0.05,12,4,6356583.8,0.0819,6371818.361,,-3061977.101,-3927576.258,-5340643.742,,166.32,-79.873,-1.1309
49:14.3,49:32.8,528572.8,38.16028919,-122.4532745,-22.0128,0.022,0.051,12,4,6356583.8,0.0819,6371818.361,,-3061975.551,-3927576.491,-5340643.721,,167.92,-84.58,-1.1516
49:14.4,49:32.9,528572.9,38.16029025,-122.4532749,-22.0019,0.022,0.052,12,4,6356583.8,0.0819,6371818.36,,-3061973.976,-3927576.698,-5340643.706,,169.57,-89.311,-1.1333
49:14.5,49:33.0,528573,38.16029131,-122.4532754,-22.0113,0.023,0.052,12,4,6356583.8,0.0819,6371818.36,,-3061972.401,-3927576.92,-5340643.668,,171.08,-94.104,-1.1306
49:14.6,49:33.1,528573.1,38.16029234,-122.4532759,-22.0218,0.023,0.053,12,4,6356583.8,0.0819,6371818.36,,-3061970.871,-3927577.139,-5340643.63,,172.47,-98.845,-1.1343
49:14.7,49:33.2,528573.2,38.16029342,-122.4532763,-22.0078,0.023,0.054,12,4,6356583.8,0.0819,6371818.36,,-3061969.268,-3927577.35,-5340643.618,,173.85,-103.7,-1.1496
49:14.8,49:33.3,528573.3,38.16029445,-122.4532768,-22.0141,0.024,0.055,12,4,6356583.8,0.0819,6371818.36,,-3061967.739,-3927577.571,-5340643.583,,175.17,-108.46,-1.2185
49:14.9,49:33.4,528573.4,38.16029552,-122.4532772,-22.0022,0.024,0.055,12,4,6356583.8,0.0819,6371818.36,,-3061966.151,-3927577.78,-5340643.569,,176.63,-113.27,-1.294
49:15.0,49:33.5,528573.5,38.16029658,-122.4532777,-22.008,0.024,0.056,12,4,6356583.8,0.0819,6371818.36,,-3061964.577,-3927578.004,-5340643.534,,178.38,-117.98,-1.3496
49:15.1,49:33.6,528573.6,38.16029765,-122.4532781,-22.0084,0.025,0.056,12,4,6356583.8,0.0819,6371818.359,,-3061962.982,-3927578.206,-5340643.51,,179.83,-122.8,-1.4133
49:15.2,49:33.7,528573.7,38.16029869,-122.4532785,-22.0154,0.025,0.057,12,4,6356583.8,0.0819,6371818.359,,-3061961.43,-3927578.4,-5340643.48,,181.31,-127.53,-1.4789
49:15.3,49:33.8,528573.8,38.16029973,-122.453279,-22.0056,0.025,0.058,12,4,6356583.8,0.0819,6371818.359,,-3061959.894,-3927578.632,-5340643.459,,182.88,-132.28,-1.4778
49:15.4,49:33.9,528573.9,38.16030073,-122.4532794,-22.0072,0.026,0.058,12,4,6356583.8,0.0819,6371818.359,,-3061958.405,-3927578.827,-5340643.434,,184.69,-136.94,-1.4619
49:15.5,49:34.0,528574,38.16030178,-122.4532799,-22.011,0.026,0.059,12,4,6356583.8,0.0819,6371818.359,,-3061956.848,-3927579.051,-5340643.401,,186.34,-141.61,-1.4065
49:15.6,49:34.1,528574.1,38.16030283,-122.4532803,-22.0055,0.026,0.059,12,4,6356583.8,0.0819,6371818.359,,-3061955.286,-3927579.254,-5340643.381,,187.98,-146.32,-1.3362
49:15.7,49:34.2,528574.2,38.16030384,-122.4532808,-22.0062,0.026,0.06,12,4,6356583.8,0.0819,6371818.358,,-3061953.791,-3927579.477,-5340643.351,,189.82,-151.07,-1.2712
49:15.8,49:34.3,528574.3,38.16030482,-122.4532812,-22.0094,0.027,0.061,12,4,6356583.8,0.0819,6371818.358,,-3061952.332,-3927579.669,-5340643.325,,191.95,-155.6,-1.2374
49:15.9,49:34.4,528574.4,38.16030582,-122.4532817,-22.0166,0.027,0.061,12,4,6356583.8,0.0819,6371818.358,,-3061950.849,-3927579.887,-5340643.289,,193.34,-160.36,-1.1685
49:16.0,49:34.5,528574.5,38.16030683,-122.4532821,-22.0092,0.027,0.062,12,4,6356583.8,0.0819,6371818.358,,-3061949.349,-3927580.088,-5340643.271,,193.81,-165.34,-1.0986
49:16.1,49:34.6,528574.6,38.16030782,-122.4532826,-22.012,0.027,0.062,12,4,6356583.8,0.0819,6371818.358,,-3061947.883,-3927580.308,-5340643.239,,193.79,-170.31,-1.0041
49:16.2,49:34.7,528574.7,38.16030881,-122.453283,-22.0043,0.022,0.051,11,4,6356583.8,0.0819,6371818.358,,-3061946.414,-3927580.507,-5340643.222,,193.37,-175.26,-0.92332
49:16.3,49:34.8,528574.8,38.16030978,-122.4532835,-21.997,0.022,0.051,11,4,6356583.8,0.0819,6371818.358,,-3061944.984,-3927580.732,-5340643.198,,192.29,-180.14,-0.88023
49:16.4,49:34.9,528574.9,38.16031075,-122.4532839,-21.9917,0.023,0.052,11,4,6356583.8,0.0819,6371818.357,,-3061943.544,-3927580.928,-5340643.179,,190.13,-184.71,-0.91493
49:16.5,49:35.0,528575,38.16031175,-122.4532844,-22,0.023,0.053,11,4,6356583.8,0.0819,6371818.357,,-3061942.06,-3927581.145,-5340643.142,,186.98,-188.65,-0.9995
49:16.6,49:35.1,528575.1,38.16031274,-122.4532849,-22.0113,0.023,0.054,11,4,6356583.8,0.0819,6371818.357,,-3061940.59,-3927581.36,-5340643.103,,182.83,-191.27,-1.0491
49:16.7,49:35.2,528575.2,38.16031375,-122.4532853,-22.002,0.024,0.054,11,4,6356583.8,0.0819,6371818.357,,-3061939.091,-3927581.562,-5340643.087,,178.21,-193.33,-1.1572
49:16.8,49:35.3,528575.3,38.16031472,-122.4532859,-22.0038,0.024,0.055,11,4,6356583.8,0.0819,6371818.357,,-3061937.665,-3927581.808,-5340643.049,,173.39,-194.54,-1.2352
49:16.9,49:35.4,528575.4,38.16031573,-122.4532864,-22.0031,0.024,0.056,11,4,6356583.8,0.0819,6371818.357,,-3061936.17,-3927582.032,-5340643.02,,168.4,-195.33,-1.2925
49:17.0,49:35.5,528575.5,38.16031671,-122.4532868,-21.9987,0.025,0.056,11,4,6356583.8,0.0819,6371818.356,,-3061934.715,-3927582.228,-5340643,,163.47,-195.74,-1.2543
49:17.1,49:35.6,528575.6,38.16031768,-122.4532873,-21.9968,0.025,0.057,11,4,6356583.8,0.0819,6371818.356,,-3061933.282,-3927582.449,-5340642.972,,158.44,-195.63,-1.2889
49:17.2,49:35.7,528575.7,38.16031862,-122.4532878,-21.9979,0.025,0.058,11,4,6356583.8,0.0819,6371818.356,,-3061931.893,-3927582.666,-5340642.941,,153.52,-194.61,-1.2424
49:17.3,49:35.8,528575.8,38.16031959,-122.4532883,-22.0037,0.026,0.058,11,4,6356583.8,0.0819,6371818.356,,-3061930.456,-3927582.882,-5340642.906,,148.87,-192.88,-1.2007
49:17.4,49:35.9,528575.9,38.16032054,-122.4532888,-22.0094,0.026,0.059,11,4,6356583.8,0.0819,6371818.356,,-3061929.05,-3927583.097,-5340642.872,,144.65,-190.26,-1.1524
49:17.5,49:36.0,528576,38.16032154,-122.4532893,-21.9981,0.026,0.059,11,4,6356583.8,0.0819,6371818.356,,-3061927.575,-3927583.326,-5340642.852,,141.27,-186.52,-1.0711
49:17.6,49:36.1,528576.1,38.16032248,-122.4532898,-22.0022,0.026,0.06,11,4,6356583.8,0.0819,6371818.355,,-3061926.185,-3927583.541,-5340642.818,,138.76,-182.25,-1.0818
49:17.7,49:36.2,528576.2,38.16032344,-122.4532903,-21.9991,0.027,0.061,11,4,6356583.8,0.0819,6371818.355,,-3061924.768,-3927583.762,-5340642.791,,137.12,-177.54,-1.0683
49:17.8,49:36.3,528576.3,38.16032438,-122.4532908,-22.0015,0.027,0.061,11,4,6356583.8,0.0819,6371818.355,,-3061923.378,-3927583.978,-5340642.759,,135.63,-172.69,-1.0743
49:17.9,49:36.4,528576.4,38.16032537,-122.4532914,-22.0031,0.027,0.062,11,4,6356583.8,0.0819,6371818.355,,-3061921.921,-3927584.225,-5340642.722,,134.49,-167.89,-1.0607
49:18.0,49:36.5,528576.5,38.16032634,-122.4532919,-21.9946,0.027,0.062,11,4,6356583.8,0.0819,6371818.355,,-3061920.491,-3927584.45,-5340642.7,,133.1,-163.08,-1.0466
49:18.1,49:36.6,528576.6,38.16032732,-122.4532924,-21.9932,0.028,0.063,11,4,6356583.8,0.0819,6371818.355,,-3061919.043,-3927584.672,-5340642.671,,131.72,-158.19,-1.0469
49:18.2,49:36.7,528576.7,38.16032833,-122.453293,-21.9921,0.022,0.051,11,4,6356583.8,0.0819,6371818.354,,-3061917.557,-3927584.923,-5340642.636,,130.52,-153.37,-1.049
49:18.3,49:36.8,528576.8,38.16032928,-122.4532935,-21.9999,0.022,0.051,11,4,6356583.8,0.0819,6371818.354,,-3061916.149,-3927585.136,-5340642.6,,129.28,-148.57,-1.0506
49:18.4,49:36.9,528576.9,38.16033024,-122.4532941,-21.9984,0.023,0.052,11,4,6356583.8,0.0819,6371818.354,,-3061914.739,-3927585.383,-5340642.565,,127.75,-143.83,-1.0674
49:18.5,49:37.0,528577,38.16033123,-122.4532946,-22.0002,0.023,0.053,11,4,6356583.8,0.0819,6371818.354,,-3061913.274,-3927585.604,-5340642.534,,126.33,-139,-1.0704
49:18.6,49:37.1,528577.1,38.16033224,-122.4532952,-22.0006,0.023,0.054,11,4,6356583.8,0.0819,6371818.354,,-3061911.787,-3927585.854,-5340642.498,,124.71,-134.24,-1.0248
49:18.7,49:37.2,528577.2,38.16033325,-122.4532958,-21.9969,0.024,0.054,11,4,6356583.8,0.0819,6371818.353,,-3061910.302,-3927586.107,-5340642.465,,123.17,-129.47,-1.0326
49:18.8,49:37.3,528577.3,38.16033424,-122.4532963,-21.9923,0.024,0.055,11,4,6356583.8,0.0819,6371818.353,,-3061908.84,-3927586.331,-5340642.44,,121.78,-124.76,-1.0105
49:18.9,49:37.4,528577.4,38.1603352,-122.4532969,-22.0035,0.024,0.056,11,4,6356583.8,0.0819,6371818.353,,-3061907.424,-3927586.57,-5340642.394,,120.3,-119.9,-0.99422
49:19.0,49:37.5,528577.5,38.16033621,-122.4532974,-22.0032,0.025,0.056,11,4,6356583.8,0.0819,6371818.353,,-3061905.929,-3927586.794,-5340642.365,,118.59,-115.24,-0.98019
49:19.1,49:37.6,528577.6,38.1603372,-122.453298,-21.9964,0.025,0.057,11,4,6356583.8,0.0819,6371818.353,,-3061904.477,-3927587.047,-5340642.335,,116.56,-110.64,-0.93839
49:19.2,49:37.7,528577.7,38.16033822,-122.4532985,-21.9903,0.025,0.058,11,4,6356583.8,0.0819,6371818.352,,-3061902.969,-3927587.275,-5340642.31,,114.07,-106.33,-0.93409
49:19.3,49:37.8,528577.8,38.16033919,-122.4532991,-21.9927,0.026,0.058,11,4,6356583.8,0.0819,6371818.352,,-3061901.542,-3927587.52,-5340642.272,,111.63,-101.92,-0.92035
49:19.4,49:37.9,528577.9,38.16034019,-122.4532996,-21.993,0.026,0.059,11,4,6356583.8,0.0819,6371818.352,,-3061900.062,-3927587.742,-5340642.242,,109.22,-97.547,-0.9174
49:19.5,49:38.0,528578,38.16034118,-122.4533001,-21.9952,0.026,0.06,11,4,6356583.8,0.0819,6371818.352,,-3061898.597,-3927587.963,-5340642.211,,106.69,-93.298,-0.93492
49:19.6,49:38.1,528578.1,38.16034214,-122.4533007,-22.0028,0.026,0.06,11,4,6356583.8,0.0819,6371818.352,,-3061897.183,-3927588.204,-5340642.169,,103.95,-89.049,-0.91239
49:19.7,49:38.2,528578.2,38.16034316,-122.4533012,-22.0049,0.027,0.061,11,4,6356583.8,0.0819,6371818.352,,-3061895.671,-3927588.427,-5340642.137,,101.16,-84.929,-0.89661
49:19.8,49:38.3,528578.3,38.16034413,-122.4533018,-22.0064,0.027,0.061,11,4,6356583.8,0.0819,6371818.351,,-3061894.245,-3927588.673,-5340642.1,,98.194,-80.909,-0.85047
49:19.9,49:38.4,528578.4,38.16034511,-122.4533023,-22.0058,0.027,0.062,11,4,6356583.8,0.0819,6371818.351,,-3061892.796,-3927588.894,-5340642.071,,94.855,-77.107,-0.81659
49:20.0,49:38.5,528578.5,38.16034607,-122.4533029,-22.0091,0.027,0.062,11,4,6356583.8,0.0819,6371818.351,,-3061891.384,-3927589.138,-5340642.032,,91.521,-73.464,-0.76624
49:20.1,49:38.6,528578.6,38.16034703,-122.4533034,-22.003,0.028,0.063,11,4,6356583.8,0.0819,6371818.351,,-3061889.968,-3927589.361,-5340642.008,,87.759,-70.143,-0.78241
49:20.2,49:38.7,528578.7,38.16034806,-122.453304,-21.9968,0.022,0.051,12,4,6356583.8,0.0819,6371818.351,,-3061888.454,-3927589.617,-5340641.977,,83.954,-66.996,-0.77116
49:20.3,49:38.8,528578.8,38.16034906,-122.4533045,-22.0022,0.022,0.051,12,4,6356583.8,0.0819,6371818.35,,-3061886.971,-3927589.836,-5340641.943,,79.898,-63.909,-0.73442
