pc_time,gps_time,tow(sec),latitude(degrees),longitude(degrees),altitude(meters),h_accuracy(meters),v_accuracy(meters),n_sats,flags,a,e,v,,,,,,x,y,z
52:02.6,52:21.1,528741.1,38.16153804,-122.4548492,-20.8347,0.025,0.06,12,4,6356583.8,0.0819,6371817.826,,-3060205.542,-3928107.398,-5340550.923,,,,
52:02.7,52:21.2,528741.2,38.16153869,-122.4548503,-20.8508,0.025,0.061,12,4,6356583.8,0.0819,6371817.826,,-3060204.635,-3928107.735,-5340550.844,,,,
52:02.8,52:21.3,528741.3,38.1615394,-122.4548513,-20.8523,0.025,0.061,12,4,6356583.8,0.0819,6371817.825,,-3060203.635,-3928108.061,-5340550.783,,,,
52:02.9,52:21.4,528741.4,38.16154002,-122.4548523,-20.8457,0.026,0.062,12,4,6356583.8,0.0819,6371817.825,,-3060202.776,-3928108.383,-5340550.73,,,,
52:03.0,52:21.5,528741.5,38.16154069,-122.4548534,-20.8579,0.026,0.063,12,4,6356583.8,0.0819,6371817.825,,-3060201.841,-3928108.725,-5340550.654,,,,
52:03.1,52:21.6,528741.6,38.16154129,-122.4548545,-20.8488,0.026,0.063,12,4,6356583.8,0.0819,6371817.824,,-3060201.022,-3928109.074,-5340550.596,,,,
52:03.2,52:21.7,528741.7,38.16154196,-122.4548556,-20.8424,0.027,0.064,12,4,6356583.8,0.0819,6371817.824,,-3060200.095,-3928109.427,-5340550.536,,,,
52:03.3,52:21.8,528741.8,38.16154265,-122.4548566,-20.8376,0.027,0.065,12,4,6356583.8,0.0819,6371817.824,,-3060199.129,-3928109.755,-5340550.48,,,,
52:03.4,52:21.9,528741.9,38.1615433,-122.4548577,-20.8364,0.027,0.065,12,4,6356583.8,0.0819,6371817.823,,-3060198.23,-3928110.103,-5340550.416,,,,
52:03.5,52:22.0,528742,38.16154395,-122.4548588,-20.8481,0.027,0.066,12,4,6356583.8,0.0819,6371817.823,,-3060197.325,-3928110.443,-5340550.34,,,,
52:03.6,52:22.1,528742.1,38.16154459,-122.4548598,-20.8556,0.028,0.066,12,4,6356583.8,0.0819,6371817.823,,-3060196.429,-3928110.759,-5340550.274,,,,
52:03.7,52:22.2,528742.2,38.16154524,-122.4548609,-20.8369,0.028,0.067,12,4,6356583.8,0.0819,6371817.822,,-3060195.539,-3928111.118,-5340550.225,,,,
52:03.8,52:22.3,528742.3,38.16154591,-122.454862,-20.8281,0.022,0.054,12,4,6356583.8,0.0819,6371817.822,,-3060194.613,-3928111.473,-5340550.167,,,,
52:03.9,52:22.4,528742.4,38.16154658,-122.454863,-20.8349,0.022,0.055,12,4,6356583.8,0.0819,6371817.821,,-3060193.671,-3928111.791,-5340550.101,,,,
52:04.0,52:22.5,528742.5,38.1615472,-122.4548641,-20.8333,0.023,0.055,12,4,6356583.8,0.0819,6371817.821,,-3060192.819,-3928112.137,-5340550.037,,,,
52:04.1,52:22.6,528742.6,38.16154785,-122.4548652,-20.8294,0.023,0.056,12,4,6356583.8,0.0819,6371817.821,,-3060191.921,-3928112.487,-5340549.975,,,,
52:04.2,52:22.7,528742.7,38.16154845,-122.4548663,-20.8447,0.023,0.057,12,4,6356583.8,0.0819,6371817.82,,-3060191.091,-3928112.821,-5340549.896,,,,
52:04.3,52:22.8,528742.8,38.16154916,-122.4548673,-20.8349,0.024,0.058,12,4,6356583.8,0.0819,6371817.82,,-3060190.096,-3928113.153,-5340549.845,,,,
52:04.4,52:22.9,528742.9,38.1615498,-122.4548684,-20.8371,0.024,0.058,12,4,6356583.8,0.0819,6371817.82,,-3060189.211,-3928113.498,-5340549.778,,,,
52:04.5,52:23.0,528743,38.16155046,-122.4548694,-20.8495,0.024,0.059,12,4,6356583.8,0.0819,6371817.819,,-3060188.282,-3928113.812,-5340549.708,,,,
52:04.6,52:23.1,528743.1,38.16155116,-122.4548704,-20.852,0.025,0.06,12,4,6356583.8,0.0819,6371817.819,,-3060187.297,-3928114.136,-5340549.646,,,,
52:04.7,52:23.2,528743.2,38.16155181,-122.4548715,-20.843,0.025,0.061,12,4,6356583.8,0.0819,6371817.819,,-3060186.402,-3928114.489,-5340549.588,,,,
52:04.8,52:23.3,528743.3,38.16155242,-122.4548726,-20.8533,0.025,0.061,12,4,6356583.8,0.0819,6371817.818,,-3060185.558,-3928114.827,-5340549.514,,,,
52:04.9,52:23.4,528743.4,38.16155307,-122.4548736,-20.8416,0.026,0.062,12,4,6356583.8,0.0819,6371817.818,,-3060184.656,-3928115.155,-5340549.464,,,,
52:05.0,52:23.5,528743.5,38.16155373,-122.4548746,-20.8404,0.026,0.063,12,4,6356583.8,0.0819,6371817.818,,-3060183.734,-3928115.478,-5340549.406,,,,
52:05.1,52:23.6,528743.6,38.1615544,-122.4548757,-20.8417,0.026,0.063,12,4,6356583.8,0.0819,6371817.817,,-3060182.803,-3928115.826,-5340549.339,,,,
52:05.2,52:23.7,528743.7,38.16155506,-122.4548768,-20.8595,0.026,0.064,12,4,6356583.8,0.0819,6371817.817,,-3060181.88,-3928116.164,-5340549.259,,,,
52:05.3,52:23.8,528743.8,38.16155574,-122.4548778,-20.8551,0.027,0.065,12,4,6356583.8,0.0819,6371817.816,,-3060180.929,-3928116.49,-5340549.203,,,,
52:05.4,52:23.9,528743.9,38.1615564,-122.4548788,-20.8467,0.027,0.065,12,4,6356583.8,0.0819,6371817.816,,-3060180.01,-3928116.817,-5340549.15,,,,
52:05.5,52:24.0,528744,38.16155703,-122.4548799,-20.8439,0.027,0.066,12,4,6356583.8,0.0819,6371817.816,,-3060179.142,-3928117.164,-5340549.087,,,,
52:05.6,52:24.1,528744.1,38.16155772,-122.454881,-20.8408,0.028,0.067,12,4,6356583.8,0.0819,6371817.815,,-3060178.183,-3928117.517,-5340549.024,,,,
52:05.7,52:24.2,528744.2,38.16155838,-122.4548821,-20.8392,0.028,0.067,12,4,6356583.8,0.0819,6371817.815,,-3060177.27,-3928117.866,-5340548.96,,,,
52:05.8,52:24.3,528744.3,38.16155903,-122.4548832,-20.8459,0.022,0.054,12,4,6356583.8,0.0819,6371817.815,,-3060176.367,-3928118.21,-5340548.889,,,,
52:05.9,52:24.4,528744.4,38.16155974,-122.4548843,-20.8256,0.022,0.055,12,4,6356583.8,0.0819,6371817.814,,-3060175.386,-3928118.575,-5340548.84,,,,
52:06.0,52:24.5,528744.5,38.16156044,-122.4548854,-20.8379,0.023,0.055,12,4,6356583.8,0.0819,6371817.814,,-3060174.404,-3928118.919,-5340548.765,,,,
52:06.1,52:24.6,528744.6,38.16156109,-122.4548865,-20.8459,0.023,0.056,12,4,6356583.8,0.0819,6371817.814,,-3060173.501,-3928119.262,-5340548.692,,,,
52:06.2,52:24.7,528744.7,38.1615618,-122.4548876,-20.8299,0.023,0.057,12,4,6356583.8,0.0819,6371817.813,,-3060172.518,-3928119.624,-5340548.64,,,,
52:06.3,52:24.8,528744.8,38.16156255,-122.4548887,-20.8229,0.024,0.058,12,4,6356583.8,0.0819,6371817.813,,-3060171.469,-3928119.984,-5340548.581,,,,
52:06.4,52:24.9,528744.9,38.16156323,-122.4548898,-20.8178,0.024,0.059,12,4,6356583.8,0.0819,6371817.812,,-3060170.527,-3928120.338,-5340548.519,,,,
52:06.5,52:25.0,528745,38.16156392,-122.4548909,-20.8192,0.024,0.059,12,4,6356583.8,0.0819,6371817.812,,-3060169.566,-3928120.688,-5340548.453,,,,
52:06.6,52:25.1,528745.1,38.16156458,-122.454892,-20.8233,0.025,0.06,12,4,6356583.8,0.0819,6371817.812,,-3060168.649,-3928121.033,-5340548.384,,,,
52:06.7,52:25.2,528745.2,38.16156529,-122.4548931,-20.81,0.025,0.061,12,4,6356583.8,0.0819,6371817.811,,-3060167.664,-3928121.394,-5340548.329,,,,
52:06.8,52:25.3,528745.3,38.16156593,-122.4548942,-20.8074,0.025,0.061,12,4,6356583.8,0.0819,6371817.811,,-3060166.782,-3928121.742,-5340548.266,,,,
52:06.9,52:25.4,528745.4,38.16156661,-122.4548953,-20.8055,0.025,0.062,12,4,6356583.8,0.0819,6371817.811,,-3060165.837,-3928122.093,-5340548.202,,,,
52:07.0,52:25.5,528745.5,38.16156731,-122.4548964,-20.8123,0.026,0.063,12,4,6356583.8,0.0819,6371817.81,,-3060164.858,-3928122.441,-5340548.131,,,,
52:07.1,52:25.6,528745.6,38.161568,-122.4548975,-20.8044,0.026,0.063,12,4,6356583.8,0.0819,6371817.81,,-3060163.902,-3928122.797,-5340548.072,,,,
52:07.2,52:25.7,528745.7,38.16156873,-122.4548985,-20.7984,0.026,0.064,12,4,6356583.8,0.0819,6371817.809,,-3060162.875,-3928123.128,-5340548.018,,,,
52:07.3,52:25.8,528745.8,38.16156944,-122.4548996,-20.7898,0.027,0.065,12,4,6356583.8,0.0819,6371817.809,,-3060161.888,-3928123.486,-5340547.959,,,,
52:07.4,52:25.9,528745.9,38.16157017,-122.4549007,-20.7932,0.027,0.065,12,4,6356583.8,0.0819,6371817.809,,-3060160.865,-3928123.838,-5340547.891,,,,
52:07.5,52:26.0,528746,38.16157083,-122.4549018,-20.8098,0.027,0.066,12,4,6356583.8,0.0819,6371817.808,,-3060159.942,-3928124.176,-5340547.811,,,,
52:07.6,52:26.1,528746.1,38.16157148,-122.4549029,-20.8026,0.027,0.066,12,4,6356583.8,0.0819,6371817.808,,-3060159.046,-3928124.528,-5340547.752,,,,
52:07.7,52:26.2,528746.2,38.16157219,-122.4549039,-20.7898,0.028,0.067,12,4,6356583.8,0.0819,6371817.808,,-3060158.053,-3928124.862,-5340547.703,,,,
52:07.8,52:26.3,528746.3,38.16157293,-122.454905,-20.7698,0.022,0.054,12,4,6356583.8,0.0819,6371817.807,,-3060157.026,-3928125.23,-5340547.655,,,,
52:07.9,52:26.4,528746.4,38.16157351,-122.454906,-20.8052,0.022,0.055,12,4,6356583.8,0.0819,6371817.807,,-3060156.208,-3928125.523,-5340547.565,,,,
52:08.0,52:26.5,528746.5,38.16157415,-122.4549071,-20.8204,0.022,0.055,12,4,6356583.8,0.0819,6371817.807,,-3060155.317,-3928125.86,-5340547.487,,,,
52:08.1,52:26.6,528746.6,38.16157484,-122.4549081,-20.8204,0.023,0.056,12,4,6356583.8,0.0819,6371817.806,,-3060154.348,-3928126.184,-5340547.427,,,,
52:08.2,52:26.7,528746.7,38.16157557,-122.4549092,-20.7906,0.023,0.057,12,4,6356583.8,0.0819,6371817.806,,-3060153.341,-3928126.557,-5340547.387,,,,
52:08.3,52:26.8,528746.8,38.16157629,-122.4549103,-20.7924,0.023,0.058,12,4,6356583.8,0.0819,6371817.805,,-3060152.334,-3928126.909,-5340547.32,,,,
52:08.4,52:26.9,528746.9,38.16157698,-122.4549113,-20.798,0.024,0.059,12,4,6356583.8,0.0819,6371817.805,,-3060151.362,-3928127.23,-5340547.256,,,,
52:08.5,52:27.0,528747,38.16157761,-122.4549124,-20.7966,0.024,0.059,12,4,6356583.8,0.0819,6371817.805,,-3060150.494,-3928127.576,-5340547.191,,,,
52:08.6,52:27.1,528747.1,38.16157822,-122.4549134,-20.8109,0.025,0.06,12,4,6356583.8,0.0819,6371817.804,,-3060149.64,-3928127.885,-5340547.12,,,,
52:08.7,52:27.2,528747.2,38.16157889,-122.4549145,-20.8104,0.025,0.061,12,4,6356583.8,0.0819,6371817.804,,-3060148.711,-3928128.234,-5340547.054,,,,
52:08.8,52:27.3,528747.3,38.16157957,-122.4549155,-20.8087,0.025,0.062,12,4,6356583.8,0.0819,6371817.804,,-3060147.758,-3928128.559,-5340546.996,,,,
52:08.9,52:27.4,528747.4,38.16158028,-122.4549165,-20.7983,0.025,0.062,12,4,6356583.8,0.0819,6371817.803,,-3060146.764,-3928128.891,-5340546.946,,,,
52:09.0,52:27.5,528747.5,38.16158093,-122.4549175,-20.7929,0.026,0.063,12,4,6356583.8,0.0819,6371817.803,,-3060145.858,-3928129.215,-5340546.891,,,,
52:09.1,52:27.6,528747.6,38.16158157,-122.4549185,-20.8005,0.026,0.064,12,4,6356583.8,0.0819,6371817.803,,-3060144.962,-3928129.531,-5340546.825,,,,
52:09.2,52:27.7,528747.7,38.16158222,-122.4549195,-20.7987,0.026,0.065,12,4,6356583.8,0.0819,6371817.802,,-3060144.055,-3928129.853,-5340546.767,,,,
52:09.3,52:27.8,528747.8,38.16158288,-122.4549205,-20.7987,0.027,0.066,12,4,6356583.8,0.0819,6371817.802,,-3060143.132,-3928130.174,-5340546.707,,,,
52:09.4,52:27.9,528747.9,38.16158351,-122.4549215,-20.8054,0.027,0.067,12,4,6356583.8,0.0819,6371817.802,,-3060142.252,-3928130.489,-5340546.642,,,,
52:09.5,52:28.0,528748,38.16158417,-122.4549225,-20.809,0.027,0.067,12,4,6356583.8,0.0819,6371817.801,,-3060141.327,-3928130.809,-5340546.579,,,,
52:09.6,52:28.1,528748.1,38.16158481,-122.4549235,-20.8056,0.027,0.068,12,4,6356583.8,0.0819,6371817.801,,-3060140.436,-3928131.131,-5340546.522,,,,
52:09.7,52:28.2,528748.2,38.16158541,-122.4549245,-20.8131,0.028,0.068,12,4,6356583.8,0.0819,6371817.801,,-3060139.601,-3928131.443,-5340546.457,,,,
52:09.8,52:28.3,528748.3,38.16158606,-122.4549255,-20.7939,0.028,0.069,12,4,6356583.8,0.0819,6371817.8,,-3060138.702,-3928131.775,-5340546.413,,,,
52:09.9,52:28.4,528748.4,38.16158677,-122.4549265,-20.7839,0.028,0.07,12,4,6356583.8,0.0819,6371817.8,,-3060137.708,-3928132.108,-5340546.362,,,,
52:10.0,52:28.5,528748.5,38.16158738,-122.4549275,-20.803,0.028,0.07,12,4,6356583.8,0.0819,6371817.8,,-3060136.852,-3928132.413,-5340546.286,,,,
52:10.2,52:28.6,528748.6,38.16158804,-122.4549285,-20.8087,0.029,0.071,12,4,6356583.8,0.0819,6371817.799,,-3060135.926,-3928132.731,-5340546.222,,,,
52:10.2,52:28.7,528748.7,38.16158871,-122.4549295,-20.7971,0.029,0.071,12,4,6356583.8,0.0819,6371817.799,,-3060134.993,-3928133.061,-5340546.172,,,,
52:10.3,52:28.8,528748.8,38.16158931,-122.4549306,-20.7821,0.022,0.055,12,4,6356583.8,0.0819,6371817.799,,-3060134.177,-3928133.413,-5340546.119,,,,
52:10.4,52:28.9,528748.9,38.16158994,-122.4549316,-20.7853,0.023,0.056,12,4,6356583.8,0.0819,6371817.798,,-3060133.298,-3928133.73,-5340546.057,,,,
52:10.5,52:29.0,528749,38.16159059,-122.4549326,-20.7824,0.023,0.057,12,4,6356583.8,0.0819,6371817.798,,-3060132.392,-3928134.053,-5340546,,,,
52:10.6,52:29.1,528749.1,38.16159124,-122.4549336,-20.7824,0.023,0.058,12,4,6356583.8,0.0819,6371817.798,,-3060131.484,-3928134.374,-5340545.94,,,,
52:10.7,52:29.2,528749.2,38.16159194,-122.4549346,-20.793,0.024,0.058,12,4,6356583.8,0.0819,6371817.797,,-3060130.495,-3928134.692,-5340545.872,,,,
52:10.8,52:29.3,528749.3,38.16159256,-122.4549357,-20.7819,0.024,0.059,12,4,6356583.8,0.0819,6371817.797,,-3060129.647,-3928135.044,-5340545.816,,,,
52:10.9,52:29.4,528749.4,38.16159318,-122.4549366,-20.7693,0.024,0.06,12,4,6356583.8,0.0819,6371817.796,,-3060128.782,-3928135.343,-5340545.773,,,,
52:11.0,52:29.5,528749.5,38.16159386,-122.4549376,-20.7672,0.025,0.061,12,4,6356583.8,0.0819,6371817.796,,-3060127.83,-3928135.668,-5340545.715,,,,
52:11.1,52:29.6,528749.6,38.16159451,-122.4549386,-20.7795,0.025,0.061,12,4,6356583.8,0.0819,6371817.796,,-3060126.916,-3928135.981,-5340545.645,,,,
52:11.2,52:29.7,528749.7,38.16159511,-122.4549396,-20.7658,0.025,0.062,12,4,6356583.8,0.0819,6371817.795,,-3060126.091,-3928136.306,-5340545.597,,,,
52:11.3,52:29.8,528749.8,38.16159573,-122.4549405,-20.7784,0.025,0.063,12,4,6356583.8,0.0819,6371817.795,,-3060125.214,-3928136.59,-5340545.533,,,,
52:11.4,52:29.9,528749.9,38.16159636,-122.4549415,-20.7602,0.026,0.064,12,4,6356583.8,0.0819,6371817.795,,-3060124.346,-3928136.92,-5340545.489,,,,
52:11.5,52:30.0,528750,38.161597,-122.4549425,-20.769,0.026,0.064,12,4,6356583.8,0.0819,6371817.794,,-3060123.449,-3928137.235,-5340545.422,,,,
52:11.6,52:30.1,528750.1,38.16159763,-122.4549435,-20.7673,0.026,0.065,12,4,6356583.8,0.0819,6371817.794,,-3060122.573,-3928137.555,-5340545.364,,,,
52:11.7,52:30.2,528750.2,38.16159825,-122.4549444,-20.7634,0.026,0.065,12,4,6356583.8,0.0819,6371817.794,,-3060121.704,-3928137.849,-5340545.313,,,,
52:11.8,52:30.3,528750.3,38.16159886,-122.4549454,-20.7631,0.027,0.066,12,4,6356583.8,0.0819,6371817.794,,-3060120.857,-3928138.166,-5340545.254,,,,
52:11.9,52:30.4,528750.4,38.16159944,-122.4549463,-20.7677,0.027,0.067,12,4,6356583.8,0.0819,6371817.793,,-3060120.046,-3928138.452,-5340545.196,,,,
52:12.0,52:30.5,528750.5,38.16160001,-122.4549473,-20.7689,0.027,0.067,12,4,6356583.8,0.0819,6371817.793,,-3060119.259,-3928138.765,-5340545.136,,,,
52:12.2,52:30.6,528750.6,38.16160061,-122.4549482,-20.7602,0.027,0.068,12,4,6356583.8,0.0819,6371817.793,,-3060118.424,-3928139.06,-5340545.09,,,,
52:12.2,52:30.7,528750.7,38.16160117,-122.4549491,-20.7587,0.028,0.069,12,4,6356583.8,0.0819,6371817.792,,-3060117.645,-3928139.347,-5340545.037,,,,
52:12.3,52:30.8,528750.8,38.16160168,-122.4549501,-20.7446,0.022,0.055,12,4,6356583.8,0.0819,6371817.792,,-3060116.958,-3928139.665,-5340544.99,,,,
52:12.4,52:30.9,528750.9,38.16160223,-122.4549511,-20.7567,0.023,0.056,12,4,6356583.8,0.0819,6371817.792,,-3060116.197,-3928139.969,-5340544.92,,,,
52:12.5,52:31.0,528751,38.16160276,-122.454952,-20.7624,0.023,0.057,12,4,6356583.8,0.0819,6371817.791,,-3060115.461,-3928140.249,-5340544.861,,,,
52:12.6,52:31.1,528751.1,38.16160327,-122.4549529,-20.769,0.023,0.057,12,4,6356583.8,0.0819,6371817.791,,-3060114.755,-3928140.527,-5340544.802,,,,
52:12.7,52:31.2,528751.2,38.16160382,-122.4549538,-20.7745,0.024,0.058,12,4,6356583.8,0.0819,6371817.791,,-3060113.989,-3928140.81,-5340544.744,,,,
52:12.8,52:31.3,528751.3,38.16160435,-122.4549548,-20.7647,0.024,0.059,12,4,6356583.8,0.0819,6371817.79,,-3060113.269,-3928141.126,-5340544.693,,,,
52:12.9,52:31.4,528751.4,38.1616049,-122.4549557,-20.7631,0.024,0.06,12,4,6356583.8,0.0819,6371817.79,,-3060112.506,-3928141.412,-5340544.64,,,,
52:13.0,52:31.5,528751.5,38.16160545,-122.4549567,-20.7634,0.024,0.06,12,4,6356583.8,0.0819,6371817.79,,-3060111.75,-3928141.724,-5340544.581,,,,
52:13.1,52:31.6,528751.6,38.16160598,-122.4549577,-20.7582,0.025,0.061,12,4,6356583.8,0.0819,6371817.789,,-3060111.028,-3928142.038,-5340544.525,,,,
52:13.2,52:31.7,528751.7,38.16160647,-122.4549587,-20.7781,0.025,0.062,12,4,6356583.8,0.0819,6371817.789,,-3060110.355,-3928142.332,-5340544.449,,,,
52:13.3,52:31.8,528751.8,38.16160699,-122.4549597,-20.7752,0.025,0.063,12,4,6356583.8,0.0819,6371817.789,,-3060109.647,-3928142.643,-5340544.392,,,,
52:13.4,52:31.9,528751.9,38.16160752,-122.4549608,-20.7774,0.026,0.063,12,4,6356583.8,0.0819,6371817.788,,-3060108.929,-3928142.979,-5340544.325,,,,
52:13.5,52:32.0,528752,38.16160805,-122.4549619,-20.7635,0.026,0.064,12,4,6356583.8,0.0819,6371817.788,,-3060108.219,-3928143.324,-5340544.271,,,,
52:13.6,52:32.1,528752.1,38.1616086,-122.4549629,-20.7626,0.026,0.065,12,4,6356583.8,0.0819,6371817.788,,-3060107.465,-3928143.636,-5340544.212,,,,
52:13.7,52:32.2,528752.2,38.16160913,-122.454964,-20.7689,0.026,0.065,12,4,6356583.8,0.0819,6371817.787,,-3060106.745,-3928143.969,-5340544.141,,,,
52:13.8,52:32.3,528752.3,38.16160966,-122.4549651,-20.7642,0.027,0.066,12,4,6356583.8,0.0819,6371817.787,,-3060106.031,-3928144.308,-5340544.08,,,,
52:13.9,52:32.4,528752.4,38.16161018,-122.4549662,-20.7651,0.027,0.067,12,4,6356583.8,0.0819,6371817.786,,-3060105.329,-3928144.644,-5340544.013,,,,
52:14.0,52:32.5,528752.5,38.16161072,-122.4549672,-20.7614,0.027,0.068,12,4,6356583.8,0.0819,6371817.786,,-3060104.591,-3928144.957,-5340543.957,,,,
52:14.1,52:32.6,528752.6,38.16161131,-122.4549683,-20.7508,0.027,0.069,12,4,6356583.8,0.0819,6371817.786,,-3060103.788,-3928145.305,-5340543.9,,,,
52:14.2,52:32.7,528752.7,38.16161181,-122.4549693,-20.7645,0.028,0.069,12,4,6356583.8,0.0819,6371817.785,,-3060103.103,-3928145.604,-5340543.829,,,,
52:14.3,52:32.8,528752.8,38.16161232,-122.4549704,-20.7731,0.022,0.055,12,4,6356583.8,0.0819,6371817.785,,-3060102.413,-3928145.934,-5340543.756,,,,
52:14.4,52:32.9,528752.9,38.16161288,-122.4549714,-20.7645,0.023,0.056,12,4,6356583.8,0.0819,6371817.785,,-3060101.646,-3928146.252,-5340543.704,,,,
52:14.5,52:33.0,528753,38.16161345,-122.4549724,-20.7472,0.023,0.057,12,4,6356583.8,0.0819,6371817.784,,-3060100.869,-3928146.576,-5340543.659,,,,
52:14.6,52:33.1,528753.1,38.16161401,-122.4549734,-20.7502,0.023,0.058,12,4,6356583.8,0.0819,6371817.784,,-3060100.097,-3928146.887,-5340543.597,,,,
52:14.7,52:33.2,528753.2,38.16161455,-122.4549744,-20.7675,0.024,0.059,12,4,6356583.8,0.0819,6371817.784,,-3060099.348,-3928147.188,-5340543.523,,,,
52:14.8,52:33.3,528753.3,38.16161506,-122.4549755,-20.7733,0.024,0.059,12,4,6356583.8,0.0819,6371817.783,,-3060098.66,-3928147.519,-5340543.452,,,,
52:14.9,52:33.4,528753.4,38.1616156,-122.4549765,-20.7537,0.024,0.06,12,4,6356583.8,0.0819,6371817.783,,-3060097.929,-3928147.842,-5340543.409,,,,
52:15.0,52:33.5,528753.5,38.1616162,-122.4549774,-20.744,0.024,0.061,12,4,6356583.8,0.0819,6371817.783,,-3060097.094,-3928148.138,-5340543.364,,,,
52:15.1,52:33.6,528753.6,38.16161674,-122.4549783,-20.7621,0.025,0.062,12,4,6356583.8,0.0819,6371817.782,,-3060096.337,-3928148.411,-5340543.295,,,,
52:15.2,52:33.7,528753.7,38.16161728,-122.4549793,-20.7538,0.025,0.062,12,4,6356583.8,0.0819,6371817.782,,-3060095.601,-3928148.727,-5340543.243,,,,
52:15.3,52:33.8,528753.8,38.16161792,-122.4549803,-20.7433,0.025,0.063,12,4,6356583.8,0.0819,6371817.782,,-3060094.713,-3928149.054,-5340543.192,,,,
52:15.4,52:33.9,528753.9,38.16161852,-122.4549814,-20.737,0.026,0.064,12,4,6356583.8,0.0819,6371817.781,,-3060093.893,-3928149.4,-5340543.132,,,,
52:15.5,52:34.0,528754,38.16161911,-122.4549824,-20.7475,0.026,0.064,12,4,6356583.8,0.0819,6371817.781,,-3060093.071,-3928149.709,-5340543.063,,,,
52:15.6,52:34.1,528754.1,38.16161974,-122.4549833,-20.7449,0.026,0.065,12,4,6356583.8,0.0819,6371817.781,,-3060092.187,-3928150.003,-5340543.012,,,,
52:15.7,52:34.2,528754.2,38.1616204,-122.4549844,-20.7411,0.026,0.066,12,4,6356583.8,0.0819,6371817.78,,-3060091.274,-3928150.353,-5340542.95,,,,
52:15.8,52:34.3,528754.3,38.16162107,-122.4549854,-20.7338,0.027,0.066,12,4,6356583.8,0.0819,6371817.78,,-3060090.339,-3928150.68,-5340542.896,,,,
52:15.9,52:34.4,528754.4,38.16162167,-122.4549864,-20.7451,0.027,0.067,12,4,6356583.8,0.0819,6371817.78,,-3060089.502,-3928150.989,-5340542.827,,,,
52:16.0,52:34.5,528754.5,38.16162234,-122.4549875,-20.7339,0.027,0.067,12,4,6356583.8,0.0819,6371817.779,,-3060088.578,-3928151.345,-5340542.771,,,,
52:16.1,52:34.6,528754.6,38.16162298,-122.4549884,-20.7407,0.027,0.068,12,4,6356583.8,0.0819,6371817.779,,-3060087.673,-3928151.634,-5340542.712,,,,
52:16.2,52:34.7,528754.7,38.16162363,-122.4549894,-20.7374,0.022,0.054,12,4,6356583.8,0.0819,6371817.779,,-3060086.767,-3928151.957,-5340542.655,,,,
52:16.3,52:34.8,528754.8,38.1616243,-122.4549904,-20.7359,0.022,0.055,12,4,6356583.8,0.0819,6371817.778,,-3060085.829,-3928152.28,-5340542.597,,,,
52:16.4,52:34.9,528754.9,38.16162497,-122.4549914,-20.736,0.023,0.056,12,4,6356583.8,0.0819,6371817.778,,-3060084.891,-3928152.602,-5340542.537,,,,
52:16.5,52:35.0,528755,38.16162561,-122.4549924,-20.7372,0.023,0.057,12,4,6356583.8,0.0819,6371817.778,,-3060083.998,-3928152.921,-5340542.476,,,,
52:16.6,52:35.1,528755.1,38.16162629,-122.4549934,-20.7334,0.023,0.058,12,4,6356583.8,0.0819,6371817.777,,-3060083.046,-3928153.247,-5340542.42,,,,
52:16.7,52:35.2,528755.2,38.16162693,-122.4549943,-20.7364,0.024,0.059,12,4,6356583.8,0.0819,6371817.777,,-3060082.143,-3928153.538,-5340542.364,,,,
52:16.8,52:35.3,528755.3,38.16162754,-122.4549953,-20.7448,0.024,0.059,12,4,6356583.8,0.0819,6371817.777,,-3060081.292,-3928153.85,-5340542.297,,,,
52:16.9,52:35.4,528755.4,38.16162824,-122.4549963,-20.7375,0.024,0.06,12,4,6356583.8,0.0819,6371817.776,,-3060080.312,-3928154.179,-5340542.244,,,,
52:17.0,52:35.5,528755.5,38.16162885,-122.4549972,-20.7412,0.025,0.061,12,4,6356583.8,0.0819,6371817.776,,-3060079.455,-3928154.468,-5340542.187,,,,
52:17.1,52:35.6,528755.6,38.16162945,-122.4549981,-20.7378,0.025,0.062,12,4,6356583.8,0.0819,6371817.776,,-3060078.616,-3928154.76,-5340542.136,,,,
52:17.2,52:35.7,528755.7,38.16163012,-122.454999,-20.7234,0.025,0.062,12,4,6356583.8,0.0819,6371817.775,,-3060077.676,-3928155.064,-5340542.095,,,,
52:17.3,52:35.8,528755.8,38.1616307,-122.455,-20.7292,0.025,0.064,12,4,6356583.8,0.0819,6371817.775,,-3060076.873,-3928155.375,-5340542.03,,,,
52:17.4,52:35.9,528755.9,38.16163129,-122.4550009,-20.7358,0.026,0.064,12,4,6356583.8,0.0819,6371817.775,,-3060076.045,-3928155.66,-5340541.971,,,,
52:17.5,52:36.0,528756,38.16163193,-122.4550019,-20.7302,0.026,0.065,12,4,6356583.8,0.0819,6371817.774,,-3060075.155,-3928155.983,-5340541.916,,,,
52:17.6,52:36.1,528756.1,38.16163251,-122.4550028,-20.7365,0.026,0.066,12,4,6356583.8,0.0819,6371817.774,,-3060074.342,-3928156.267,-5340541.857,,,,
52:17.7,52:36.2,528756.2,38.16163308,-122.4550037,-20.7343,0.027,0.066,12,4,6356583.8,0.0819,6371817.774,,-3060073.549,-3928156.556,-5340541.806,,,,
52:17.8,52:36.3,528756.3,38.16163367,-122.4550047,-20.7341,0.027,0.067,12,4,6356583.8,0.0819,6371817.773,,-3060072.733,-3928156.871,-5340541.746,,,,
