rec_id,obc_timeStamp,obc_sensor,gps_validity,gps_utcTime,gps_latitude,gps_longitude,gps_fixQuality,gps_dilution,gps_speed,jm_netJoule,jm_voltage,jm_current,lfm_temperature,lfm_integratedCorrFlow,lfm_instantFlow,gps_lat,gps_long,gfs_netGasVolume,Lap,GPS Delta Distance(m),GPS Distance (m),GPS Speed (m/s),Acceleration (m/s^2),Grade (m/m),e_accel,e_grade,Roll Resistance coef,e_roll_resistance,e_drag,e_Road_Load_Total,e_Road_Load_netJoules,e_Road_Load_Total_Force,e_Road_Load_Work,LFM_vol_int,LFM_corr,LFM_corr_int,LFM Integrated Fuel Economy,Instant BSFC,Time
13671,26:57.1,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2026,12711,177,28.2,19.4542,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14618207,0,,,0.449194444
13672,26:57.2,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2026,12711,177,28.2,19.4548,0.3937,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0.387466556,,,0.449222222
13673,26:57.3,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2026,12711,177,28.2,19.4548,0.3937,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0.387466556,,,0.44925
13674,26:57.4,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2026,12711,177,28.2,19.4548,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0,,,0.449277778
13675,26:57.5,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2026,12711,177,28.2,19.4548,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0,,,0.449305556
13676,26:57.6,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2027,12711,174,28.2,19.4548,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0,,,0.449333333
13677,26:57.7,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2027,12711,174,28.2,19.4548,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0,,,0.449361111
13678,26:57.8,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2027,12711,174,28.2,19.4548,0,38.09684608,122.2727663,,5,0,5.960020286,3.25,,,,,,,,,,,,,19.14677257,0,,,0.449388889
13679,26:57.9,ALL,ok,00.26.55,38°09.684608N,122°27.276627W,1,1.2,11.7,2027,12711,174,28.2,19.4552,0.1968,38.09684608,122.2727663,,5,2.517549166,5.962537835,3.25,,,,,,,,,,,,,19.14716623,0.19368407,,,0.449416667
13680,26:58.0,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2027,12711,174,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449444444
13681,26:58.1,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2028,12712,173,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449472222
13682,26:58.2,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2028,12712,173,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.4495
13683,26:58.3,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2028,12712,173,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449527778
13684,26:58.4,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2028,12712,173,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449555556
13685,26:58.5,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2028,12712,173,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449583333
13686,26:58.6,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2029,12712,175,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449611111
13687,26:58.7,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2029,12712,175,28.2,19.4552,0,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14716623,0,,,0.449638889
13688,26:58.8,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2029,12712,175,28.2,19.4555,0.1968,38.09685434,122.27278,,5,0,5.962537835,3.194444444,,,,,,,,,,,,,19.14746148,0.19368407,,,0.449666667
13689,26:58.9,ALL,ok,00.26.56,38°09.685434N,122°27.278000W,1,1.2,11.5,2029,12712,175,28.2,19.4557,0.0984,38.09685434,122.27278,,5,2.611382461,5.965149217,3.194444444,,,,,,,,,,,,,19.14765832,0.096842035,,,0.449694444
13690,26:59.0,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2029,12712,175,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.449722222
13691,26:59.1,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2030,12712,175,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.44975
13692,26:59.2,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2030,12712,175,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.449777778
13693,26:59.3,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2030,12712,175,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.449805556
13694,26:59.4,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2030,12712,175,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.449833333
13695,26:59.6,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2031,12711,173,28.2,19.4557,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.14765832,0,,,0.449888889
13696,26:59.7,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2031,12711,173,28.2,19.4562,0.2953,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.1481504,0.290624521,,,0.449916667
13697,26:59.8,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2031,12711,173,28.2,19.4562,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.1481504,0,,,0.449944444
13698,26:59.9,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2031,12711,173,28.2,19.4562,0,38.09686237,122.2727947,,5,0,5.965149217,3.138888889,,,,,,,,,,,,,19.1481504,0,,,0.449972222
13699,27:00.0,ALL,ok,00.26.57,38°09.686237N,122°27.279474W,1,1.2,11.3,2031,12711,173,28.2,19.4562,0,38.09686237,122.2727947,,5,2.522250431,5.967671468,3.138888889,,,,,,,,,,,,,19.1481504,0,,,0.45
13700,27:00.1,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2033,12711,176,28.2,19.4563,0.0984,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14824882,0.096842035,,,0.450027778
13701,27:00.2,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2033,12711,176,28.2,19.4563,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14824882,0,,,0.450055556
13702,27:00.3,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2033,12711,176,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450083333
13703,27:00.4,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2033,12711,176,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450111111
13704,27:00.5,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2033,12711,176,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450138889
13705,27:00.6,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2035,12684,591,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450166667
13706,27:00.7,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2035,12684,591,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450194444
13707,27:00.8,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2035,12684,591,28.2,19.4565,0,38.09687061,122.2728085,,5,0,5.967671468,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.450222222
13708,27:00.9,ALL,ok,00.26.58,38°09.687061N,122°27.280853W,1,1.2,11.1,2035,12684,591,28.2,19.4565,0,38.09687061,122.2728085,,5,2.400627604,5.970072095,3.083333333,,,,,,,,,,,,,19.14844565,0,,,0.45025
13709,27:01.0,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2035,12684,591,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450277778
13710,27:01.1,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2038,12670,590,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450305556
13711,27:01.2,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2038,12670,590,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450333333
13712,27:01.3,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2038,12670,590,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450361111
13713,27:01.4,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2038,12670,590,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450388889
13714,27:01.5,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2038,12670,590,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450416667
13715,27:01.6,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2042,12664,591,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450444444
13716,27:01.7,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2042,12664,591,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450472222
13717,27:01.8,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2042,12664,591,28.2,19.4565,0,38.09687806,122.272822,,5,0,5.970072095,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.4505
13718,27:01.9,ALL,ok,00.26.59,38°09.687806N,122°27.282202W,1,1.2,10.9,2042,12664,591,28.2,19.4565,0,38.09687806,122.272822,,5,2.156480132,5.972228575,3.027777778,,,,,,,,,,,,,19.14844565,0,,,0.450527778
13719,27:02.0,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2042,12664,591,28.2,19.4565,0,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14844565,0,,,0.450555556
13720,27:02.1,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2046,12659,596,28.2,19.4565,0,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14844565,0,,,0.450583333
13721,27:02.2,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2046,12659,596,28.2,19.4565,0,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14844565,0,,,0.450611111
13722,27:02.3,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2046,12659,596,28.2,19.4565,0,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14844565,0,,,0.450638889
13723,27:02.4,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2046,12659,596,28.2,19.4566,0.0984,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14854407,0.096842035,,,0.450666667
13724,27:02.5,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2046,12659,596,28.2,19.4575,0.4921,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14942982,0.484308591,,,0.450694444
13725,27:02.6,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2050,12655,592,28.2,19.4576,0.0984,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14952823,0.096842035,,,0.450722222
13726,27:02.7,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2050,12655,592,28.2,19.4578,0.0984,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.14972507,0.096842035,,,0.45075
13727,27:02.8,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2050,12655,592,28.2,19.458,0.0984,38.09688499,122.2728339,,5,0,5.972228575,2.972222222,,,,,,,,,,,,,19.1499219,0.096842035,,,0.450777778
13728,27:02.9,ALL,ok,00.27.00,38°09.688499N,122°27.283392W,1,1.2,10.7,2050,12655,592,28.2,19.4581,0.0984,38.09688499,122.2728339,,5,2.240523062,5.974469099,2.972222222,,,,,,,,,,,,,19.15002032,0.096842035,,,0.450805556
13729,27:03.0,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2050,12655,592,28.2,19.4589,0.4921,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.15080765,0.484308591,,,0.450833333
13730,27:03.1,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2053,12651,591,28.2,19.4619,1.7704,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.15376015,1.742369294,,,0.450861111
13731,27:03.2,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2053,12651,591,28.2,19.4671,3.1483,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.15887782,3.098453033,,,0.450888889
13732,27:03.3,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2053,12651,591,28.2,19.4771,6.0024,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.16871949,5.907364129,,,0.450916667
13733,27:03.4,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2053,12651,591,28.2,19.4909,8.2649,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.182301,8.134042014,,,0.450944444
13734,27:03.6,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2053,12651,591,28.2,19.5114,12.299,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.20247642,12.10427019,,,0.451
13735,27:03.7,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2057,12661,338,28.2,19.5396,16.9235,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.23022993,16.65555058,,,0.451027778
13736,27:03.8,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2057,12661,338,28.2,19.5698,18.1046,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.25995177,17.81795025,,,0.451055556
13737,27:03.9,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2057,12661,338,28.2,19.5957,15.5457,38.09689213,122.2728463,,5,0,5.974469099,2.916666667,,,,,,,,,,,,,19.2854417,15.29956526,,,0.451083333
13738,27:04.0,ALL,ok,00.27.01,38°09.689213N,122°27.284634W,1,1.2,10.5,2057,12661,338,28.2,19.6234,16.6294,38.09689213,122.2728463,,5,2.024119592,5.976493218,2.916666667,,,,,,,,,,,,,19.31270313,16.36610706,,,0.451111111
13739,27:04.1,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2245,11438,21338,28.2,19.651,16.5298,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.33986614,16.26808403,,,0.451138889
13740,27:04.2,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2245,11438,21338,28.2,19.6782,16.333,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.36663548,16.07439996,,,0.451166667
13741,27:04.3,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2245,11438,21338,28.2,19.7376,17.2188,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.425095,16.94617511,,,0.451194444
13742,27:04.4,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2245,11438,21338,28.2,19.7686,18.5966,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.45560418,18.30216043,,,0.451222222
13743,27:04.5,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2245,11438,21338,28.2,19.8004,19.0876,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.48690069,18.78538644,,,0.45125
13744,27:04.6,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2249,12693,-4400,28.2,19.8305,18.1046,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.51652412,17.81795025,,,0.451277778
13745,27:04.7,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2249,12693,-4400,28.2,19.8632,19.5797,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.54870638,19.26969503,,,0.451305556
13746,27:04.8,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2249,12693,-4400,28.2,19.8922,17.4156,38.096899,122.2728572,,5,0,5.976493218,2.805555556,,,,,,,,,,,,,19.57724722,17.13985918,,,0.451333333
13747,27:04.9,ALL,ok,00.27.02,38°09.689900N,122°27.285715W,1,1.2,10.1,2249,12693,-4400,28.2,19.926,20.2698,38.096899,122.2728572,,5,1.563622048,5.97805684,2.805555556,,,,,,,,,,,,,19.61051207,19.94886869,,,0.451361111
13748,27:05.0,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2249,12693,-4400,28.2,19.9611,21.056,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.64505633,20.7226208,,,0.451388889
13749,27:05.1,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2195,13314,-8591,28.2,19.9991,22.8275,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.68245468,22.46607268,,,0.451416667
13750,27:05.2,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2195,13314,-8591,28.2,20.0418,25.5821,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.72447861,25.17705916,,,0.451444444
13751,27:05.3,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2195,13314,-8591,28.2,20.0814,23.8117,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.76345162,23.43468986,,,0.451472222
13752,27:05.4,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2195,13314,-8591,28.2,20.1216,24.1058,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.80301514,23.72413338,,,0.4515
13753,27:05.5,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2195,13314,-8591,28.2,20.1575,21.5481,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.83834673,21.20692939,,,0.451527778
13754,27:05.6,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2138,13789,-7467,28.2,20.1949,22.4339,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.87515458,22.07870454,,,0.451555556
13755,27:05.7,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2138,13789,-7467,28.2,20.234,23.418,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.91363551,23.0472233,,,0.451583333
13756,27:05.8,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2138,13789,-7467,28.2,20.2695,21.3512,38.09689852,122.2728464,,5,0,5.97805684,0,,,,,,,,,,,,,19.94857344,21.0131469,,,0.451611111
13757,27:05.9,ALL,ok,00.27.03,38°09.689852N,122°27.284643W,1,1.2,0,2138,13789,-7467,28.2,20.3074,22.7291,38.09689852,122.2728464,,5,1.11275205,5.979169592,0,,,,,,,,,,,,,19.98587337,22.36923064,,,0.451638889
13758,27:06.0,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2138,13789,-7467,28.2,20.343,21.3512,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.02090971,21.0131469,,,0.451666667
13759,27:06.1,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2094,13758,-5584,28.2,20.3871,26.4679,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.06431148,26.0488343,,,0.451694444
13760,27:06.2,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2094,13758,-5584,28.2,20.4219,20.8591,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.09856049,20.52883831,,,0.451722222
13761,27:06.3,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2094,13758,-5584,28.2,20.4583,21.8433,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.13438417,21.4974555,,,0.45175
13762,27:06.4,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2094,13758,-5584,28.2,20.4988,24.3038,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.17424294,23.91899845,,,0.451777778
13763,27:06.5,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2094,13758,-5584,28.2,20.5359,22.237,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.21075553,21.88492205,,,0.451805556
13764,27:06.6,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2058,13822,-5118,28.2,20.5729,22.237,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.24716971,21.88492205,,,0.451833333
13765,27:06.7,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2058,13822,-5118,28.2,20.6118,23.3196,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.28545381,22.95038127,,,0.451861111
13766,27:06.8,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2058,13822,-5118,28.2,20.65,22.9259,38.09690192,122.2728401,,5,0,5.979169592,0,,,,,,,,,,,,,20.32304899,22.56291471,,,0.451888889
13767,27:06.9,ALL,ok,00.27.04,38°09.690192N,122°27.284013W,1,1.2,0,2058,13822,-5118,28.2,20.6869,22.1386,38.09690192,122.2728401,,5,0.631137793,5.97980073,0,,,,,,,,,,,,,20.35936475,21.78808002,,,0.451916667
13768,27:07.0,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2058,13822,-5118,28.2,20.7276,24.4011,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.39942035,24.0147579,,,0.451944444
13769,27:07.1,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2029,13871,-3760,28.2,20.7635,21.5481,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.43475195,21.20692939,,,0.451972222
13770,27:07.3,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2029,13871,-3760,28.2,20.8035,24.0086,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.47411863,23.62847235,,,0.452027778
13771,27:07.4,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2029,13871,-3760,28.2,20.8414,22.7291,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.51141856,22.36923064,,,0.452055556
13772,27:07.5,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2029,13871,-3760,28.2,20.8801,23.2212,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.54950582,22.85353923,,,0.452083333
13773,27:07.6,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2004,13878,-3441,28.2,20.9201,24.0074,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.5888725,23.62729135,,,0.452111111
13774,27:07.7,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2004,13878,-3441,28.1,20.9586,23.1319,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.62927685,22.76842772,,,0.452138889
13775,27:07.8,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2004,13878,-3441,28.1,21.0026,26.3729,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.67258548,25.95850178,,,0.452166667
13776,27:07.9,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2004,13878,-3441,28.1,21.0821,25.9792,38.09690512,122.2728416,,5,0,5.97980073,1,,,,,,,,,,,,,20.75083629,25.570988,,,0.452194444
13777,27:08.0,ALL,ok,00.27.05,38°09.690512N,122°27.284162W,1,1.2,3.6,2004,13878,-3441,28.1,21.1197,22.5346,38.09690512,122.2728416,,5,2.294966496,5.982095696,1,,,,,,,,,,,,,20.78784548,22.18051311,,,0.452222222
